stock,week,model,R2,RMSE,MAE,MedAE,MAPE(%),SMAPE(%),QLIKE
8382,1,LSTM_stock8382_model,0.6675195398261943,0.0006217137349561296,0.0004269496887381975,0.0002930283105470105,26.162537342168278,25.71763779752813,-5.4241059267286635
8382,2,LSTM_stock8382_model,0.5545046462256876,0.0003609859272488496,0.00023312324408358357,0.00015765843734141707,19.527806141179678,19.728994468933887,-5.799344565190373
8382,3,LSTM_stock8382_model,0.7427762472724267,0.0002319994778970973,0.00016039528733461189,0.0001239054344550158,28.118842750215027,25.770503136843132,-6.436642737944953
8382,4,LSTM_stock8382_model,0.7607558266077186,0.0006101579252612438,0.0003696153604881091,0.0002489130194956833,19.851530658843764,20.089494515874122,-5.386200881653443
8382,5,LSTM_stock8382_model,0.5818834265272602,0.00025830092240746404,0.0001785488706875139,0.00012886662247438144,23.676606840605267,22.732018182609494,-6.213429936543452
8382,6,LSTM_stock8382_model,0.6296250235662438,0.00025011624852601437,0.00017692676365470929,0.0001283402852506219,21.940523456681955,21.30074422440811,-6.169983915875012
8382,7,LSTM_stock8382_model,0.5343518172568098,0.00021869639877696584,0.00015377237648974164,0.00012716315002896762,19.94472600217794,19.912627263427243,-6.194270742767571
8382,8,LSTM_stock8382_model,0.8273736034786604,0.0005153110051772615,0.0003767347640122682,0.00027689938902246696,17.415348159159645,18.85160410975705,-5.237226067391676
8382,9,LSTM_stock8382_model,0.8818449439432814,0.0009648200896346563,0.0007575898634464035,0.0005732399431669687,20.485541646881888,22.101061805109744,-4.694184890068896
8382,10,LSTM_stock8382_model,0.640887191949288,0.00034207012911426684,0.00024090226218406692,0.00016107819672979526,18.755052557040266,19.31140987973356,-5.708540609033639
8382,11,LSTM_stock8382_model,0.7333394201097307,0.00038943910138944333,0.0003031768508874221,0.0002300856146014216,21.54220767705697,21.64773147486313,-5.5523181247774325
8382,12,LSTM_stock8382_model,0.6288354764075272,0.0003488344474792674,0.0002590149134860008,0.0001984781278477404,18.36921035255415,18.57713574451162,-5.57801163804473
8382,14,LSTM_stock8382_model,0.7242806352705728,0.00019911269396967184,0.00015144977999064624,0.00012196267938996159,24.385055091641707,23.198513504882616,-6.342292789324723
8382,15,LSTM_stock8382_model,0.5038879695661749,0.00023130438341817847,0.00016522280640748029,0.0001254487103958742,21.450797661612185,20.487416570892805,-6.12735799925309
8382,16,LSTM_stock8382_model,0.6299999925265731,0.0002183874161485657,0.00016194123323254675,0.00012827622730723497,22.589319795439547,21.793439977457332,-6.239336686543258
8382,17,LSTM_stock8382_model,0.1404968210140708,0.000328335759892516,0.00022788384733172926,0.0001638468791111606,21.638325417455086,22.35009188726008,-5.925003588825057
8382,18,LSTM_stock8382_model,0.2957549696039601,0.00023644499249504596,0.00017745776046570945,0.0001397978945349474,20.80129999880598,20.255547079934953,-6.064108038483046
8382,19,LSTM_stock8382_model,0.44132726124574917,0.00024865961119048904,0.0001838132166083407,0.00014274454636546593,19.15550141141727,18.58628742222045,-5.9255067755299375
8382,20,LSTM_stock8382_model,0.5144210935471922,0.00025423247792682026,0.00017301594162491248,0.00012643863925460708,24.282439022252056,22.613460741277354,-6.1886236059725865
8382,21,LSTM_stock8382_model,0.6977104412214079,0.00021067211405113346,0.00014698928878769426,0.00011939058885344499,23.417207126800548,22.17931370862046,-6.344696477736339
8382,22,LSTM_stock8382_model,0.7454389915398807,0.0002105371104154693,0.0001488655806483653,0.00012465099905593924,24.768794064239085,23.37528668330196,-6.400582936201572
8382,23,LSTM_stock8382_model,0.8815475425562754,0.00015896170217761542,0.00012047811124791825,9.284603766564068e-05,25.08259142769364,22.976190976121856,-6.5555301544257825
8382,24,LSTM_stock8382_model,0.5789590355528402,0.0002446313381102357,0.00017348057936054004,0.0001398919614754769,27.77465923890639,24.934055702586022,-6.289909906742029
8382,25,LSTM_stock8382_model,0.6009423862172841,0.0002564462089540585,0.00015390896750751878,0.00010885490514161305,23.594852567124345,22.15111772332588,-6.323686858949696
8382,26,LSTM_stock8382_model,0.7321218167726572,0.00020407906647918495,0.0001505532487914528,0.00011822778292661492,23.05309356880842,22.34080291519067,-6.337363251993168
8382,27,LSTM_stock8382_model,0.8973469532171566,0.00014929727506310568,0.00012065126826401184,0.00010421135671364473,26.402417061410176,23.478504375833538,-6.564665604156172
8382,28,LSTM_stock8382_model,0.7174364205398549,0.0002129975575006138,0.00014785565820052283,0.00010060437790980958,23.633749393324912,22.547657907750505,-6.340983595146281
8382,29,LSTM_stock8382_model,0.8257814081215777,0.00019606325063622367,0.00014125618164716292,0.00010720945185569857,27.7442166302141,25.949056315523787,-6.53857358161771
8382,30,LSTM_stock8382_model,0.705334923149652,0.00018405278390863828,0.00014054095290686058,0.00012035734690092923,22.05419430038203,20.252616657448648,-6.26761699631492
8382,31,LSTM_stock8382_model,0.8705557116831274,0.00018295330245456432,0.00012935390317249355,0.00010532122532700696,29.98664095694088,25.51893759799367,-6.622178779594953
8382,32,LSTM_stock8382_model,0.9021621754228768,0.00016433331598527564,0.00012131248656701428,9.884578287206659e-05,30.659008318376507,26.07450159803919,-6.68916396145828
8382,33,LSTM_stock8382_model,0.8537872123640917,0.0001761364362512344,0.00012871559293076195,0.00010082481503992586,24.95639165965802,23.285510488507207,-6.5214442136970066
8382,34,LSTM_stock8382_model,0.9569904817224861,0.00011434385272507055,9.07779748724554e-05,7.674891535282692e-05,25.70978071465072,21.747195303339538,-6.784374748239788
8382,35,LSTM_stock8382_model,0.8907124879733047,0.00018940425113808147,0.00011442923950648632,8.855240717357051e-05,31.7764758816327,26.54615465807803,-6.787313358800889
8382,36,LSTM_stock8382_model,0.8311244235766584,0.00020184150781841112,0.0001380104887413512,0.00010255676524247836,29.238346668977954,25.463146332708618,-6.576689675039122
8382,37,LSTM_stock8382_model,0.6461810201205302,0.00030865951061047824,0.00017537308288274292,0.00011613960006006042,31.749004657478203,28.845223247532726,-6.508095441803215
8382,38,LSTM_stock8382_model,0.8710761862424444,0.00018878758560102212,0.0001267789771504294,0.00010096169131543385,28.017078167940788,24.755913471237946,-6.645396681934245
8382,39,LSTM_stock8382_model,0.8337872791589551,0.00017329194412779182,0.00013860280044060888,0.00012081284349926488,26.860179877181352,23.649580778229705,-6.4497745452926365
9323,1,LSTM_stock9323_model,0.7287597861748922,0.00015027099248460956,0.0001102368160201443,8.326876402239971e-05,15.847563584721694,15.543432034716954,-6.263890523327917
9323,2,LSTM_stock9323_model,0.5561384600436197,0.00016828232144689426,0.00010966018788837882,7.569442258524166e-05,16.564254487303753,16.6603851728584,-6.398799298681608
9323,3,LSTM_stock9323_model,0.6247107058269421,0.00010942530084193898,8.033502678504027e-05,6.601388379042579e-05,16.127782829674427,15.790403849812035,-6.583970160077219
9323,4,LSTM_stock9323_model,0.8806010877440311,0.0003150787187899893,0.0002312397937346391,0.00017639669774034532,16.37682164065419,17.06204640803928,-5.618342333359686
9323,5,LSTM_stock9323_model,0.6697291721606359,8.829146433227087e-05,6.625686686759207e-05,5.3816836497892154e-05,15.82954389471858,15.481139765855218,-6.764247607766794
9323,6,LSTM_stock9323_model,0.7476848162145695,9.90207319749443e-05,7.064484167974768e-05,5.181809092148724e-05,17.800549137532386,17.803859767255087,-6.869015361467892
9323,7,LSTM_stock9323_model,0.48574131245496677,0.00012755056933102098,8.900243185628901e-05,5.812778203415363e-05,16.9503642295441,16.83772736150505,-6.577530829165769
9323,8,LSTM_stock9323_model,0.8026241847733062,0.00036800551456028156,0.00022550003674631956,0.00013600190656008944,16.144505599350172,17.646736222215928,-5.752369293477155
9323,9,LSTM_stock9323_model,0.8916841714594805,0.0002519429956562507,0.0001842627670634303,0.0001333689793784269,14.34322385166549,15.226630784847883,-5.746337364514769
9323,10,LSTM_stock9323_model,0.46638753064310834,0.0001318244865871542,9.490697064781077e-05,6.841709093625281e-05,16.788746623457428,16.827725006054177,-6.495079023119819
9323,11,LSTM_stock9323_model,0.49172455211330846,0.00018931303826854657,0.00010905944191846741,8.331020309707387e-05,18.626788659811307,18.22926999531728,-6.475456588467445
9323,12,LSTM_stock9323_model,0.4617729551496551,0.0001718180507041744,0.00010713577794041666,7.043533863472311e-05,15.470596863125932,15.672459927203592,-6.336170029994165
9323,14,LSTM_stock9323_model,0.5210147049669673,0.00010633159213055156,7.41128714132467e-05,5.768285108173808e-05,16.657170325190055,16.448037478295607,-6.736681600352707
9323,15,LSTM_stock9323_model,0.8132261420923076,9.157755833931029e-05,6.64026307292365e-05,5.837482845343241e-05,19.952256907487435,18.64894227190204,-6.957043184583737
9323,16,LSTM_stock9323_model,0.602299798978206,0.00012769516838368692,8.906090996357036e-05,6.987822387736245e-05,23.654062767860534,22.48308166296616,-6.869256806248216
9323,17,LSTM_stock9323_model,0.518887394492692,0.0001360067463450262,9.433717667639301e-05,7.005729265694501e-05,19.35297173835514,18.56475699419355,-6.604160009960158
9323,18,LSTM_stock9323_model,0.4840362535566175,0.00010252203488716207,7.274400629661055e-05,5.2187959656791946e-05,16.59610544726522,15.891472815294453,-6.709601270510237
9323,19,LSTM_stock9323_model,0.6574195362945192,0.0001164783586106713,7.183464840766663e-05,4.8171173972233385e-05,17.51652857413624,17.298598472561185,-6.815243899679651
9323,20,LSTM_stock9323_model,0.4610187011582545,0.00013766250206356432,8.109677972951992e-05,4.897927490375665e-05,18.2750270331328,17.099572225108105,-6.720227731654048
9323,21,LSTM_stock9323_model,0.7894810961769195,0.0001169626648710921,7.231134448368266e-05,4.8667583875375376e-05,23.421486938230192,21.786188003441676,-7.079272204694222
9323,22,LSTM_stock9323_model,0.9088665284013729,7.61372591645802e-05,5.7282405110315964e-05,4.833341162337819e-05,22.825454652232562,20.313124537132456,-7.161703282052018
9323,23,LSTM_stock9323_model,0.8243909418031424,0.0001271878517868329,7.37447857683867e-05,5.8031649269071545e-05,12228.025017827695,28.265653860380528,-7.296809394609696
9323,24,LSTM_stock9323_model,0.45445772388933126,0.0001631688589656459,8.392233298631101e-05,5.4901335057485956e-05,17.008279608829767,16.728606413504536,-6.707177919669669
9323,25,LSTM_stock9323_model,0.5941836733202985,0.0002157153323209931,8.363886544681031e-05,5.017518001596962e-05,29.41324946345118,24.847415333944216,-7.210600967372852
9323,26,LSTM_stock9323_model,0.8275070707892442,0.00011415671344235134,7.68295303515935e-05,5.7756696998925475e-05,21945.034604500193,27.389027723019726,-7.19284095430087
9323,27,LSTM_stock9323_model,0.7565409032021329,0.00011170962522681848,7.470502637677922e-05,5.40125200474057e-05,22.4023662628648,20.824412746701796,-6.970736719096279
