stock,week,metric,value
104919.0,week_31,QLIKE,44.50159902101586
104919.0,week_32,R2,-3.7351659696760464
104919.0,week_32,MSE,1.5471837935509167e-08
104919.0,week_32,RMSE,0.00012438584298668867
104919.0,week_32,MedAE,9.156673385571236e-05
104919.0,week_32,MAPE,94.05432048178736
104919.0,week_32,sMAPE,178.02780383705706
104919.0,week_32,QLIKE,17.64817926685303
104919.0,week_33,R2,-3.56645276378816
104919.0,week_33,MSE,1.7393763493024517e-08
104919.0,week_33,RMSE,0.00013188541804545534
104919.0,week_33,MedAE,9.963008385083922e-05
104919.0,week_33,MAPE,96.97836299574166
104919.0,week_33,sMAPE,188.3255881702119
104919.0,week_33,QLIKE,35.67639915118818
104919.0,week_34,R2,-5.049286511669749
104919.0,week_34,MSE,2.195746456929103e-08
104919.0,week_34,RMSE,0.0001481805134600735
104919.0,week_34,MedAE,0.00012142240992358484
104919.0,week_34,MAPE,96.4443277739187
104919.0,week_34,sMAPE,186.33990317320004
104919.0,week_34,QLIKE,28.815422570350893
104919.0,week_35,R2,-5.834895176653138
104919.0,week_35,MSE,4.4323347087310906e-08
104919.0,week_35,RMSE,0.00021053110717257653
104919.0,week_35,MedAE,0.00018067766723976097
104919.0,week_35,MAPE,95.70513150838032
104919.0,week_35,sMAPE,183.61547308922917
104919.0,week_35,QLIKE,22.292749182085625
104919.0,week_36,R2,-7.446833722768817
104919.0,week_36,MSE,1.0131142977341234e-07
104919.0,week_36,RMSE,0.0003182945644735586
104919.0,week_36,MedAE,0.000272372596166224
104919.0,week_36,MAPE,95.2356851483128
104919.0,week_36,sMAPE,181.89305305231954
104919.0,week_36,QLIKE,19.108444934693473
104919.0,week_37,R2,-9.49769506651582
104919.0,week_37,MSE,1.4927677711214227e-07
104919.0,week_37,RMSE,0.0003863635297386935
104919.0,week_37,MedAE,0.0003495110897404146
104919.0,week_37,MAPE,97.86941212368923
104919.0,week_37,sMAPE,191.67173133105106
104919.0,week_37,QLIKE,46.767346952581974
104919.0,week_38,R2,-5.3242388485841605
104919.0,week_38,MSE,5.959249213552864e-08
104919.0,week_38,RMSE,0.0002441157351248146
104919.0,week_38,MedAE,0.00020360738717366625
104919.0,week_38,MAPE,93.9598599965974
104919.0,week_38,sMAPE,177.34761629690203
104919.0,week_38,QLIKE,14.770917568002197
104919.0,week_4,R2,-3.2794183956383627
104919.0,week_4,MSE,5.0527465438437236e-08
104919.0,week_4,RMSE,0.0002247831520342155
104919.0,week_4,MedAE,0.00015541835301766837
104919.0,week_4,MAPE,89.17736192632299
104919.0,week_4,sMAPE,161.82117269259297
104919.0,week_4,QLIKE,10.75778027517835
104919.0,week_5,R2,-6.289212469567494
104919.0,week_5,MSE,2.1184576363556478e-08
104919.0,week_5,RMSE,0.00014554922316369978
104919.0,week_5,MedAE,0.00012567858086526108
104919.0,week_5,MAPE,94.0771116190166
104919.0,week_5,sMAPE,177.84271049916893
104919.0,week_5,QLIKE,15.427095492638161
104919.0,week_6,R2,-4.360010717744896
104919.0,week_6,MSE,1.0137934746645191e-07
104919.0,week_6,RMSE,0.0003184012365969264
104919.0,week_6,MedAE,0.00023624545790733575
104919.0,week_6,MAPE,96.45247246212463
104919.0,week_6,sMAPE,186.40193321299736
104919.0,week_6,QLIKE,32.57093520364972
104919.0,week_7,R2,-4.077136864471676
104919.0,week_7,MSE,1.665534304157234e-07
104919.0,week_7,RMSE,0.0004081095813819168
104919.0,week_7,MedAE,0.00031381348280592753
104919.0,week_7,MAPE,94.74974776477278
104919.0,week_7,sMAPE,180.15326880060962
104919.0,week_7,QLIKE,17.899945707292847
104919.0,week_8,R2,-8.94990431924087
104919.0,week_8,MSE,2.9843459907743704e-07
104919.0,week_8,RMSE,0.0005462916794876497
104919.0,week_8,MedAE,0.0004855255480955541
104919.0,week_8,MAPE,97.0593012467939
104919.0,week_8,sMAPE,188.60230967230035
104919.0,week_8,QLIKE,32.609158134810805
104919.0,week_9,R2,-7.160534224503106
104919.0,week_9,MSE,3.1878141327746316e-07
104919.0,week_9,RMSE,0.0005646073089125424
104919.0,week_9,MedAE,0.00048558931132791725
104919.0,week_9,MAPE,96.05268487704363
104919.0,week_9,sMAPE,184.87191298020394
104919.0,week_9,QLIKE,24.25448117175671
